ID,Exercise,Calories Burn,Dream Weight,Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Weather Conditions,Exercise Intensity
896,Exercise 9,390.3935847,86.56802864,89.6707948,54,Male,33,138,21.742272,Rainy,8
897,Exercise 7,342.548678,85.724766,88.90573187,41,Male,44,150,29.76625029,Rainy,10
898,Exercise 7,106.4132817,58.50942804,55.0495087,43,Female,35,174,33.61568704,Sunny,4
899,Exercise 7,238.7262061,62.6901718,61.78594622,37,Male,20,123,32.10949788,Sunny,2
900,Exercise 3,491.9093239,98.35717157,97.08327035,26,Female,51,176,24.26604693,Cloudy,2
901,Exercise 6,433.6209401,81.97821535,83.90886446,26,Female,37,120,26.65782841,Rainy,10
902,Exercise 9,216.3115831,78.1128231,80.90884399,31,Male,24,100,22.45355922,Rainy,10
903,Exercise 8,440.386177,76.82958881,72.33797313,27,Male,31,119,31.47072205,Cloudy,4
904,Exercise 1,198.2423623,81.33116088,83.0079285,45,Male,34,154,34.31918048,Cloudy,1
905,Exercise 10,299.9412377,84.12683543,85.55423418,58,Female,53,109,20.71082185,Cloudy,2
906,Exercise 1,444.5400257,62.04520943,61.67668212,55,Male,25,102,34.74141081,Rainy,1
907,Exercise 1,434.2419322,77.22594745,75.57405369,45,Female,46,148,18.99583703,Rainy,7
908,Exercise 1,135.4414264,53.48977002,58.22036872,25,Male,32,139,19.95537691,Rainy,9
909,Exercise 7,273.2186518,72.98194542,73.78167287,26,Male,21,103,20.50023759,Sunny,7
910,Exercise 8,496.3403955,50.93678611,53.93676375,36,Male,60,165,24.7725106,Sunny,4
911,Exercise 3,179.8074075,96.33711753,92.45879115,31,Female,60,175,27.62368258,Sunny,8
912,Exercise 5,104.7045272,93.18289269,88.39375329,49,Female,28,125,27.09726352,Cloudy,10
913,Exercise 8,433.39958,82.23060585,85.68601425,51,Male,54,104,28.14739605,Sunny,2
914,Exercise 4,269.4295034,94.76418244,92.95584495,47,Female,22,130,20.80071334,Sunny,4
915,Exercise 4,164.6719231,62.10348831,62.22239164,44,Female,54,132,23.79742624,Sunny,2
916,Exercise 6,239.9908334,83.98043347,88.78364649,56,Male,33,137,19.76457494,Sunny,1
917,Exercise 8,325.2010868,95.49701633,95.62595446,50,Female,25,114,34.85108739,Rainy,3
918,Exercise 3,142.9809507,79.44643791,78.49070499,24,Female,38,101,27.06241794,Cloudy,4
919,Exercise 8,310.4636727,50.30306532,49.80409618,23,Female,25,180,19.30402556,Cloudy,4
920,Exercise 9,395.432049,52.00194357,53.26396061,25,Male,43,153,32.59710908,Rainy,5
921,Exercise 9,332.9229849,62.53222381,59.81304637,30,Female,22,111,20.30553369,Sunny,2
922,Exercise 1,431.8649125,64.70361484,68.14123038,29,Female,28,107,30.57013221,Sunny,10
923,Exercise 10,375.897929,53.61418869,53.10750732,21,Female,55,175,26.37759624,Sunny,1
924,Exercise 6,190.2642051,95.86157885,100.2106216,19,Male,35,104,27.5353001,Cloudy,5
925,Exercise 8,234.815832,97.42408416,93.12630188,55,Female,43,100,30.31221526,Sunny,8
926,Exercise 9,223.4818253,83.74825425,83.54721749,22,Male,45,137,34.43601991,Rainy,7
927,Exercise 4,334.2387586,69.96176201,73.76155933,54,Female,53,163,21.24333868,Rainy,5
928,Exercise 10,233.7292846,52.33453267,50.01673436,25,Female,49,119,32.05226451,Rainy,1
929,Exercise 9,299.1610069,63.71154223,64.19387383,49,Male,35,153,22.38219937,Rainy,6
930,Exercise 9,166.4654607,60.23423892,64.69902765,45,Male,34,111,23.9905051,Sunny,6
931,Exercise 8,188.8214197,66.32316379,66.62741951,38,Female,44,106,29.44398269,Rainy,4
932,Exercise 4,321.4566737,63.83086331,66.08157135,18,Female,46,132,34.93172275,Rainy,4
933,Exercise 1,383.1420432,60.72269398,57.8542389,19,Male,26,149,25.90858756,Rainy,6
934,Exercise 9,342.1483533,70.23964658,69.73198539,35,Female,30,171,33.58393821,Sunny,4
935,Exercise 1,179.3767193,65.12658155,61.63224609,20,Female,29,111,27.64515999,Rainy,4
936,Exercise 3,102.1511164,70.7639566,74.74104573,41,Female,45,128,22.45928059,Rainy,9
937,Exercise 2,384.8479959,84.51337903,79.53970942,30,Male,42,152,33.73622398,Sunny,1
938,Exercise 2,492.8911564,81.79779364,78.14203924,49,Female,43,164,30.87189633,Sunny,6
939,Exercise 5,136.2369864,75.46888386,75.84323765,45,Male,38,117,29.18005856,Cloudy,8
940,Exercise 3,484.3642921,63.14388016,66.03618538,19,Female,51,134,33.79835393,Rainy,2
941,Exercise 2,289.2142595,90.18132309,91.94554635,52,Male,39,171,18.58323081,Cloudy,1
942,Exercise 9,227.2208201,50.91885804,53.7286943,38,Male,23,110,28.58478254,Rainy,2
943,Exercise 3,142.1567326,57.85001071,60.77398706,29,Female,22,108,31.72923827,Rainy,4
944,Exercise 5,408.047696,78.82325975,83.34290584,56,Female,24,134,27.98036156,Sunny,1
945,Exercise 5,248.1259355,63.26311162,61.5858603,60,Female,34,162,30.411371,Rainy,3
946,Exercise 3,390.9711952,80.9040732,83.03394996,51,Female,38,130,28.05739751,Rainy,8
947,Exercise 1,316.3210063,94.38619435,89.98854102,50,Female,44,137,19.68122919,Rainy,6
948,Exercise 3,172.890721,50.00198366,50.16811702,40,Male,34,127,18.59827026,Cloudy,2
949,Exercise 5,478.5874154,65.78408675,62.03214174,35,Female,56,143,21.20628429,Rainy,4
950,Exercise 6,318.9146708,87.13101641,90.96877126,43,Male,57,176,24.83519754,Sunny,9
951,Exercise 2,332.3014109,88.3759362,87.95723588,33,Male,49,155,27.83583585,Sunny,2
952,Exercise 1,265.0913067,52.72325741,56.11222921,30,Female,43,168,21.45454659,Sunny,6
953,Exercise 8,338.0498032,94.40594945,94.51110484,39,Female,25,123,26.63580158,Sunny,2
954,Exercise 8,202.8338617,80.93375638,79.826396,20,Female,33,109,24.69836802,Cloudy,8
955,Exercise 4,338.1368816,58.62827071,53.65426168,57,Male,49,114,20.64988935,Cloudy,5
956,Exercise 2,468.8856342,99.16560427,97.52013481,41,Male,44,162,24.5977224,Cloudy,10
957,Exercise 5,114.2043064,52.8107861,55.87864818,37,Male,51,170,29.71978666,Rainy,7
958,Exercise 8,239.5664237,74.13210119,76.95944138,38,Male,55,139,30.79140695,Sunny,6
959,Exercise 5,264.740601,94.25687438,94.71039826,25,Female,41,163,20.12690029,Cloudy,1
960,Exercise 10,230.099707,89.96948637,86.00654242,60,Male,23,148,34.3947091,Rainy,8
961,Exercise 5,315.2101926,56.81633811,54.23434284,49,Female,57,172,23.18154187,Rainy,10
962,Exercise 5,436.8934466,89.85385149,89.05556796,23,Female,36,129,32.14363965,Sunny,5
963,Exercise 9,213.9911805,56.80430954,57.59200967,50,Female,41,104,20.96203338,Rainy,7
964,Exercise 3,212.7345413,53.91809708,54.11899505,58,Female,35,178,22.77776728,Cloudy,9
965,Exercise 1,206.0827002,87.37531409,83.51869664,36,Female,41,150,22.68946067,Cloudy,7
966,Exercise 8,258.1297445,93.34147527,97.25088806,20,Male,47,178,23.1225755,Sunny,4
967,Exercise 6,401.5742377,88.62378816,87.60606262,33,Female,48,144,23.53843638,Rainy,8
968,Exercise 10,397.0154699,98.31730559,98.61219152,35,Female,58,127,24.48284398,Rainy,10
969,Exercise 1,318.6244878,75.34583008,79.6693494,41,Female,47,154,34.57062892,Rainy,5
970,Exercise 10,464.5616392,70.71203346,72.51430384,55,Female,47,145,22.42559679,Cloudy,5
971,Exercise 4,194.4642487,98.24708755,102.7281355,22,Male,57,128,22.97051259,Sunny,7
972,Exercise 9,398.3121009,88.49108128,86.74888619,28,Female,28,160,24.63779358,Cloudy,7
973,Exercise 10,486.824614,97.24204683,98.8286117,47,Male,51,119,29.56050723,Rainy,4
974,Exercise 5,394.4824792,95.32541933,92.6445802,60,Female,39,162,22.40179652,Sunny,1
975,Exercise 5,380.0062834,95.3134043,99.14109166,23,Male,58,103,25.65541953,Sunny,8
976,Exercise 10,246.5398564,54.92112116,53.14876364,36,Male,43,146,30.39956929,Rainy,2
977,Exercise 2,334.2476974,86.47811476,85.13365695,40,Male,21,148,30.4200555,Rainy,6
978,Exercise 8,409.7592216,61.44880756,60.67761872,52,Female,35,132,21.77577674,Rainy,2
979,Exercise 10,406.2495364,84.32784448,84.3597985,25,Male,20,106,33.37399047,Sunny,9
980,Exercise 8,202.4693245,71.21666071,75.56959636,26,Female,58,156,32.4922019,Rainy,2
981,Exercise 7,424.6454668,59.47663022,55.6467018,51,Male,39,146,32.63841998,Sunny,3
982,Exercise 4,287.7794309,71.04209635,69.31117428,41,Male,43,102,27.69257863,Cloudy,7
983,Exercise 2,468.0831993,81.00384304,77.18832301,32,Female,33,169,28.115947,Rainy,10
984,Exercise 7,159.7415071,71.39714342,68.10283161,40,Male,54,179,33.76983579,Rainy,4
985,Exercise 8,360.5950919,95.64659997,93.86069315,34,Male,28,159,34.71171238,Cloudy,10
986,Exercise 5,255.9905052,58.43582863,57.79361018,32,Female,59,132,25.82868301,Rainy,5
987,Exercise 7,331.1545966,52.51310546,52.03287933,59,Male,32,121,19.80712399,Sunny,4
988,Exercise 5,167.1968829,60.74677687,65.26734508,20,Male,29,141,22.57239013,Sunny,8
989,Exercise 2,412.8612039,72.40048658,69.95705553,45,Male,29,151,34.31428115,Cloudy,6
990,Exercise 8,347.1066305,69.25756678,65.49585117,41,Male,30,153,23.7143685,Sunny,5
991,Exercise 3,157.7344324,76.4728913,77.82270868,31,Male,56,174,27.8390385,Sunny,3
992,Exercise 10,335.0430364,55.86935436,60.34996664,40,Male,31,159,24.16779988,Sunny,5
993,Exercise 2,235.860477,62.18611751,57.74766418,57,Male,42,158,27.67610343,Rainy,3
994,Exercise 4,162.9388453,55.9172999,57.99588643,23,Male,60,128,20.23842098,Rainy,3
995,Exercise 8,460.9888802,78.68258799,74.87186334,28,Female,47,161,19.56935746,Rainy,2
996,Exercise 1,149.5248756,65.17692636,63.6685477,44,Female,48,113,19.5401969,Cloudy,9
997,Exercise 5,241.9107859,76.3107106,73.250087,57,Male,20,178,28.19321645,Cloudy,8
998,Exercise 4,316.5047949,62.42305122,58.96431354,26,Female,46,117,25.77079621,Sunny,7
999,Exercise 5,246.0374158,99.70866608,97.04468685,37,Female,31,129,26.30162922,Sunny,4
1000,Exercise 6,197.2806886,88.29835948,85.70079488,27,Male,47,103,34.30599687,Rainy,3
1001,Exercise 5,471.1113045,67.49903908,62.5128016,44,Male,57,101,28.66167483,Cloudy,4
1002,Exercise 5,318.9829625,84.84604231,85.97722327,51,Male,58,128,19.32598372,Cloudy,8
1003,Exercise 1,186.4700524,51.10974454,53.71361709,49,Male,44,147,34.45125379,Rainy,9
1004,Exercise 2,220.8393558,86.66407334,84.27905982,21,Female,54,178,31.58886556,Rainy,2
1005,Exercise 9,379.1483854,81.06183237,80.93289715,40,Female,47,149,21.03708471,Cloudy,7
1006,Exercise 6,448.6468096,66.51978908,65.32263367,49,Male,53,138,26.39992612,Rainy,8
1007,Exercise 2,158.9206394,62.44719607,59.25633847,29,Female,20,109,23.78710932,Sunny,8
1008,Exercise 5,455.6028096,70.95750054,72.5267403,53,Female,27,115,21.28949463,Rainy,3
1009,Exercise 4,200.038655,85.61803287,87.19014511,60,Female,40,176,34.30996905,Rainy,6
1010,Exercise 1,153.7189593,92.12523142,93.8517109,28,Female,35,179,22.63647058,Rainy,8
1011,Exercise 2,352.8501576,60.89769823,64.99058591,56,Male,34,149,23.67845649,Rainy,3
1012,Exercise 6,255.1434978,53.93165719,52.29312335,57,Female,37,172,31.31653755,Cloudy,9
1013,Exercise 6,351.6036738,62.01067343,61.33974324,44,Male,48,130,21.09910521,Rainy,4
1014,Exercise 5,419.6115933,84.05208478,87.9623977,33,Male,39,121,19.00928731,Rainy,1
1015,Exercise 7,483.4830743,86.92578186,88.48928547,40,Female,31,180,24.46928221,Cloudy,3
1016,Exercise 10,342.5860784,52.36141136,50.6965807,23,Male,60,150,18.7852412,Cloudy,8
1017,Exercise 7,497.1232635,85.42447773,90.34982069,27,Male,20,106,33.65769365,Cloudy,6
1018,Exercise 3,235.4681201,73.86520142,74.2682903,19,Male,51,171,19.41439482,Sunny,2
1019,Exercise 2,229.9937419,87.99204433,90.70079059,20,Female,21,156,23.47554372,Sunny,4
1020,Exercise 7,485.9583442,54.22898188,57.50981734,32,Female,21,102,26.04213601,Cloudy,3
1021,Exercise 5,459.3281906,87.32183699,92.17909408,30,Female,57,151,23.87004726,Rainy,5
1022,Exercise 2,268.2681405,83.02538345,79.67659428,20,Female,26,172,23.3818575,Rainy,8
1023,Exercise 1,443.6092357,72.2001524,68.09440414,47,Male,34,176,26.92020313,Sunny,2
1024,Exercise 3,248.8645242,75.85824346,74.46390873,55,Male,35,158,21.6846524,Rainy,7
1025,Exercise 3,165.7767754,59.85375441,55.0441911,59,Male,25,180,29.88295429,Rainy,3
1026,Exercise 10,455.4802421,80.88796667,84.45307345,30,Female,34,151,22.89967833,Cloudy,2
1027,Exercise 9,378.7877239,92.0311071,92.54630779,42,Male,54,138,28.65058105,Rainy,1
1028,Exercise 1,268.6811835,71.82743954,69.9699074,39,Male,43,105,29.67661785,Rainy,3
1029,Exercise 4,290.9617039,72.88426701,75.84913968,19,Male,33,119,25.08037555,Rainy,5
1030,Exercise 3,164.5709455,55.57157457,59.31406913,48,Male,60,123,28.11158287,Cloudy,4
1031,Exercise 7,111.951783,98.29534994,96.14916494,55,Male,21,113,28.95447506,Sunny,2
1032,Exercise 4,354.3181384,57.18028096,61.96106024,31,Male,43,164,33.97005129,Cloudy,5
1033,Exercise 7,181.9821425,70.29440228,65.75093487,54,Male,59,120,25.93050725,Cloudy,3
1034,Exercise 2,378.9263416,52.29393457,53.1318779,59,Female,36,152,27.55941217,Rainy,9
1035,Exercise 10,124.442392,50.96032937,49.68348318,46,Female,33,137,18.54235752,Cloudy,4
1036,Exercise 4,190.8560694,57.66508516,60.52993807,23,Female,37,144,28.3181095,Sunny,4
1037,Exercise 8,147.8641091,65.57442781,65.32759707,25,Female,32,178,25.01781767,Rainy,1
1038,Exercise 4,331.0037781,95.28891763,99.92406098,53,Female,32,168,24.61892471,Cloudy,10
1039,Exercise 3,123.8325514,54.41145071,59.22889208,58,Female,34,103,25.28700568,Sunny,9
1040,Exercise 5,460.4258035,80.61645307,79.47910085,42,Male,43,166,33.35090395,Sunny,3
1041,Exercise 5,441.9724439,80.94300151,84.19846056,51,Male,21,167,21.75875513,Sunny,7
1042,Exercise 10,286.7269113,72.41316644,70.83781897,53,Female,20,169,34.89074468,Rainy,10
1043,Exercise 7,416.3789064,53.28782969,53.46310224,57,Female,48,159,26.5002007,Cloudy,4
1044,Exercise 4,237.662261,77.79297062,78.80257723,53,Male,21,150,23.00361571,Cloudy,1
1045,Exercise 9,441.8384091,93.05665021,97.87553557,51,Female,44,136,31.80289254,Rainy,1
1046,Exercise 4,276.3963284,96.91194655,101.2813685,35,Male,55,109,26.04612129,Sunny,9
1047,Exercise 4,429.8562947,84.34689726,86.43027384,24,Female,37,174,25.90149242,Rainy,9
1048,Exercise 6,479.3447041,77.96585706,75.36369145,60,Female,35,140,20.6186756,Sunny,9
1049,Exercise 8,263.2309514,85.35480248,82.43411709,20,Male,42,170,33.743434,Cloudy,9
1050,Exercise 2,379.6836634,93.80962029,98.51293432,55,Female,35,103,18.54648749,Cloudy,2
1051,Exercise 7,248.4022094,91.79718555,89.758766,55,Male,57,142,27.60750147,Cloudy,6
1052,Exercise 7,471.6523274,80.30964278,80.42854752,26,Female,52,152,30.99099387,Rainy,4
1053,Exercise 8,315.134657,64.23481725,63.92684765,19,Male,41,138,34.15427585,Sunny,10
1054,Exercise 4,199.070095,93.6655096,98.25978754,37,Female,25,140,19.23943027,Rainy,1
1055,Exercise 6,153.9771711,86.71838641,87.6179446,57,Female,51,123,30.54193078,Sunny,4
1056,Exercise 1,267.0537986,72.76037119,67.83233957,21,Male,39,119,21.5543102,Cloudy,1
1057,Exercise 2,352.5816581,50.41811398,52.53138995,26,Male,42,146,23.87784256,Rainy,2
1058,Exercise 10,494.3412068,97.36866139,97.07802956,43,Male,49,167,33.17303726,Sunny,6
1059,Exercise 6,286.1961007,57.75017751,57.43759929,40,Male,58,128,19.18537977,Sunny,3
1060,Exercise 6,162.6347389,93.91694574,98.11700642,37,Male,41,169,24.62655766,Sunny,6
1061,Exercise 9,203.526118,62.68758024,57.84967869,28,Male,30,132,22.5042808,Rainy,3
1062,Exercise 1,272.7428795,60.32755977,60.31021044,47,Male,44,140,24.73532339,Sunny,5
1063,Exercise 1,149.1698761,73.82572676,73.80492609,24,Male,45,124,23.94100361,Sunny,5
1064,Exercise 6,476.314961,80.94072254,76.79031291,55,Female,47,163,32.52169398,Rainy,10
1065,Exercise 5,440.9644402,52.06492004,51.33896431,53,Male,33,177,31.55112324,Rainy,1
1066,Exercise 4,402.3269957,52.40148481,55.56740153,60,Female,22,160,24.06832996,Cloudy,6
1067,Exercise 7,282.1231772,52.07310953,49.07873083,28,Female,59,109,21.14083948,Sunny,10
1068,Exercise 1,242.6442661,69.0124075,66.00708105,55,Female,26,137,24.8773992,Rainy,2
1069,Exercise 9,146.2761942,73.51135315,71.73504625,57,Female,41,140,22.51583786,Sunny,6
1070,Exercise 10,370.9991573,93.97480086,98.93665626,37,Female,24,163,28.7671024,Cloudy,1
1071,Exercise 3,254.4726245,82.41664063,80.68537311,60,Female,49,110,33.61195702,Rainy,7
1072,Exercise 4,157.9053802,58.07323511,62.42981446,24,Female,59,155,26.76375255,Rainy,7
1073,Exercise 6,293.1101426,93.27433048,95.52843954,34,Male,43,167,34.41298453,Sunny,5
1074,Exercise 4,181.2059271,86.89636961,89.18733918,21,Female,36,133,28.93701971,Sunny,6
1075,Exercise 3,177.8843021,69.25537078,72.66345268,23,Male,60,178,31.24828577,Sunny,5
1076,Exercise 9,459.8923208,86.52345191,85.68941036,35,Female,22,165,29.88885344,Sunny,2
1077,Exercise 2,304.8212345,98.16832677,94.39710414,59,Female,52,112,32.42006394,Cloudy,10
1078,Exercise 3,361.2723881,74.21301112,76.33797874,28,Male,36,155,33.5171721,Sunny,9
1079,Exercise 5,258.3796766,73.91160357,73.28364293,25,Female,51,112,31.78845826,Rainy,6
1080,Exercise 2,153.2378135,86.6201654,85.91298907,52,Male,57,178,19.91961247,Rainy,2
1081,Exercise 8,202.2759224,80.19099402,75.37599195,30,Female,25,139,29.9220998,Sunny,7
1082,Exercise 9,344.37167,53.89784051,58.04186277,20,Male,60,138,22.53797019,Sunny,9
1083,Exercise 6,270.3879667,68.69470523,65.11266809,20,Female,42,101,28.4991202,Sunny,5
1084,Exercise 4,325.6644081,54.48184146,51.90804199,44,Female,30,131,29.36762564,Sunny,9
1085,Exercise 6,469.7764769,81.98272155,86.77883901,18,Male,27,124,32.53930968,Sunny,10
1086,Exercise 6,291.2966335,58.76871122,56.9072493,46,Female,51,174,32.38893212,Sunny,10
1087,Exercise 4,467.2520049,89.99708263,93.98922837,55,Male,45,134,33.25713309,Cloudy,7
1088,Exercise 4,162.3240957,78.47975398,77.44372053,43,Male,28,156,21.29622537,Cloudy,8
1089,Exercise 7,460.0235184,60.28849276,62.65306402,32,Male,39,169,24.03883859,Sunny,6
1090,Exercise 2,470.6964459,61.02550012,56.44362689,33,Female,59,118,30.13035339,Rainy,9
1091,Exercise 6,282.8562195,72.58694844,76.23634834,26,Female,45,148,22.59260236,Rainy,9
1092,Exercise 9,228.2634666,79.41736444,77.65963174,31,Female,23,164,33.80469635,Rainy,1
1093,Exercise 7,291.0981977,58.2315925,62.17004347,38,Female,37,175,28.33178513,Sunny,3
1094,Exercise 8,252.7797757,55.85416554,53.71646991,18,Male,26,147,31.56152948,Rainy,7
1095,Exercise 2,239.7739655,51.27262971,55.44037749,59,Female,50,121,27.18613038,Sunny,4
1096,Exercise 3,472.4770131,64.0814564,65.52526328,34,Female,20,167,26.4347387,Cloudy,3
1097,Exercise 2,402.7701226,62.77461963,60.17674963,27,Male,52,165,24.29551636,Sunny,9
1098,Exercise 6,359.7106274,60.09182877,60.91245999,36,Female,46,127,27.58316293,Rainy,9
1099,Exercise 2,244.9505762,98.22384341,95.43071171,47,Female,31,104,22.90966056,Sunny,8
1100,Exercise 5,390.0232911,98.87045977,103.0173396,31,Male,53,122,30.61297973,Sunny,8
1101,Exercise 8,302.8808717,53.20279583,54.44830127,51,Female,20,166,22.74287098,Rainy,8
1102,Exercise 3,233.0826471,68.48553972,64.40383754,34,Female,47,101,19.26642562,Rainy,10
1103,Exercise 5,261.2529234,94.81500957,92.78231333,48,Female,36,150,28.33976282,Rainy,8
1104,Exercise 7,206.1528231,86.70048106,90.03341344,19,Male,51,177,32.87722817,Sunny,5
1105,Exercise 2,288.4002749,73.4976714,74.42665273,38,Male,25,165,19.80868712,Sunny,10
1106,Exercise 4,470.2955313,91.22675842,86.6075346,57,Male,32,130,29.19337847,Sunny,10
1107,Exercise 5,229.099368,76.9053769,72.42676386,50,Female,44,105,23.17422293,Rainy,6
1108,Exercise 5,424.8608163,75.1908148,78.21680949,38,Male,56,147,34.72511272,Rainy,10
1109,Exercise 10,214.1334901,70.58180151,71.7716695,31,Female,20,148,21.16662178,Sunny,9
1110,Exercise 8,392.2326512,62.50178427,67.19348408,20,Female,46,147,28.81284933,Rainy,5
1111,Exercise 7,199.6807832,86.25317705,91.1852405,52,Female,33,167,34.11555586,Sunny,5
1112,Exercise 2,187.9180752,85.56099703,88.45929477,58,Male,59,134,30.55065637,Rainy,6
1113,Exercise 1,206.6098795,89.68820626,88.16798851,35,Female,54,150,34.03248033,Sunny,1
1114,Exercise 3,177.6448542,86.57608848,88.67683328,50,Male,42,112,22.89791528,Cloudy,2
1115,Exercise 9,379.7556381,88.22667273,87.3321756,20,Male,30,156,30.13101219,Cloudy,5
1116,Exercise 8,225.8019498,78.37256774,75.1226164,31,Female,50,172,21.38628962,Rainy,9
1117,Exercise 3,432.2901133,87.23383601,86.66316475,30,Female,58,110,24.21562427,Rainy,3
1118,Exercise 6,120.0377092,78.69597594,76.75243837,44,Male,43,124,23.27620794,Cloudy,3
1119,Exercise 10,329.7259511,77.97463454,76.0689405,53,Male,54,129,24.7116454,Sunny,5
1120,Exercise 9,365.703042,73.17033823,74.22228635,55,Male,26,131,27.99617866,Cloudy,1
1121,Exercise 7,426.1015755,77.95213005,78.93531749,56,Male,43,132,19.68555914,Sunny,10
1122,Exercise 1,269.9155164,82.8251568,79.83172621,58,Male,20,161,33.50701979,Rainy,2
1123,Exercise 8,391.2564652,58.84049663,56.88159692,42,Female,59,119,27.64536531,Sunny,3
1124,Exercise 7,294.9099212,99.89751539,98.69415342,49,Female,33,176,22.30788825,Cloudy,10
1125,Exercise 6,486.9604257,93.53756615,94.89654821,29,Female,36,172,31.05204262,Sunny,4
1126,Exercise 3,499.1198143,69.96454284,70.03788724,34,Female,48,164,26.7474153,Sunny,10
1127,Exercise 8,313.5284395,98.68334914,102.0587223,57,Male,54,160,31.76067493,Rainy,9
1128,Exercise 5,153.1342344,99.52164206,104.3096,53,Female,33,140,19.63631604,Cloudy,4
